Tweet Id,tweet,label
1.28E+18,"RT @liberty_immigrn : Yes, there is no 'labor shortage' in the US. But shortage of qualified &amp; exceptional people. Those who look at EB GCs &amp; #H1B as a 'labor' issue think high tech jobs are like factory jobs where anyone can be trained to execute repetitive tasks. Pretty low IQ these people are.",-1
1.28E+18,"RT @wjraghu : With the sick immigration moratorium, there’s an opportunity to Pass #S386 to help immigrants and families waiting for decades. It’s simply cruel of @SenatorDurbin to BLOCK a bipartisan bill passed by the house. Release the hold &amp; be the immigrants hero.#ILS386Rally #h1bvisa #H1B https://t.co/S1U085QMGO",-1
1.28E+18,"RT @FrankDC17 : ____should NOT fight between:
Democrats vs. Republicans
White vs. Black
Liberals vs. Conservatives

____should be TOGETHER, fighting AGAINST #H1B #foreignWorkers ____#S386 supporters!

It’s OUR lives vs. theirs!
It’s US citizens vs. foreign invaders!

____OUR country!
Let’s take it back!",1
1.28E+18,RT @SpeakSamuel : #H1B tech workers earn more than US tech workers. Employers pay more thousands in upfront fees then retain them by paying higher than normal salaries. The cheap labor myth must die once and for all. Data &gt; anecdotes. https://t.co/0louueLLhb. https://t.co/DYwJwpovtL https://t.co/5vjxx5gybg,1
1.28E+18,"RT @WCWOA : 1. From @BLaw - Some of the Federal Government agencies using rent-a-#H1B (FY 2019) - add @TVAnews to the list.
@realDonaldTrump @HomelandKen @USDOL @StateDept @IvankaTrump
#AmericanJobsForAmericans https://t.co/yEJOwruFnJ",1
1.28E+18,"RT @WCWOA : ""It's incredibly important to"" #AmericanWorkers that @realDonaldTrump fill federal job vacancies w/ #Americans and not rent-a-#H1B.
@Amtrak @CommerceGov @USDOL @FHFA @HHSGov @NASA https://t.co/orSbdqS5IS",1
1.28E+18,"1. From @BLaw - Some of the Federal Government agencies using rent-a-#H1B (FY 2019) - add @TVAnews to the list.
@realDonaldTrump @HomelandKen @USDOL @StateDept @IvankaTrump
#AmericanJobsForAmericans https://t.co/yEJOwruFnJ",1
1.28E+18,"RT @VipinMahajan : What happens when we #PassS386? Half million #H1B folks gets freedom which leads to immense growth in tech sector, new startups are started, housing market and local economies gets a boost, new talent is encouraged to come to this country and jobs are saved from going to offshore",-1
1.28E+18,"RT @wjraghu : With the sick immigration moratorium, there’s an opportunity to Pass #S386 to help immigrants and families waiting for decades. It’s simply cruel of @SenatorDurbin to BLOCK a bipartisan bill passed by the house. Release the hold &amp; be the immigrants hero.#ILS386Rally #h1bvisa #H1B https://t.co/S1U085QMGO",-1
1.28E+18,"RT @FrankDC17 : ____should NOT fight between:
Democrats vs. Republicans
White vs. Black
Liberals vs. Conservatives

____should be TOGETHER, fighting AGAINST #H1B #foreignWorkers ____#S386 supporters!

It’s OUR lives vs. theirs!
It’s US citizens vs. foreign invaders!

____OUR country!
Let’s take it back!",1
1.28E+18,"RT @CocoCha31775669 : According to Census Bureau data, the country has more than twice as many workers with STEM degrees as there are STEM jobs. The market was flooded with #h1b cheap labor from India every year for the past 20 years. https://t.co/QNFQzQ1LYg",1
1.28E+18,"""It's incredibly important to"" #AmericanWorkers that @realDonaldTrump fill federal job vacancies w/ #Americans and not rent-a-#H1B.
@Amtrak @CommerceGov @USDOL @FHFA @HHSGov @NASA https://t.co/orSbdqS5IS",1
1.28E+18,"RT @CocoCha31775669 : The power of people!!! We fought #S386 and killed it now it is the turn to fix the root of the problem.  #h1bban 
Enough with tech special interest lobby screwing the American people.  #h1b should serve its original purpose; less than 8k/yr visas for exceptionally talented people https://t.co/exOibfoyWo",1
1.28E+18,"RT @CocoCha31775669 : Innovation does not depend on #h1b cheap labor.  Look at Tesla and Space X.  Look at Apple during Steve Jobs era. When Microsoft, Google, Cisco, etc. stop innovating they turned to cheap labor to boost their profitability.  Short sight strategy for executives to cash out and go.. https://t.co/GTNwfWLkVw",1
1.28E+18,RT @rebaliza4 : https://t.co/sln4pitzou y DOES @Microsoft  ONLY HIRE INDIANS &amp; NEVER AMERICANS?? NO BLACKS ALLOWED?? #nepotism #H1B HINDU MANAGERS HIRE ONLY HINDU. #BlackLivesMattters #blacklifematters #BLMprotest  #racism #racist #RacismInAmerica #Americans #CHAZ #CHOP #H1B @realDonaldTrump,1
1.28E+18,"RT @anil_am22 : You can work remotely from India or Canada as long as US employer allows it.
https://t.co/dsLnpKErNl

Note; Once you are out of US, #h1B status is lost but your visa &amp; petition stays valid. https://t.co/iVURdW1NSL",0
1.28E+18,"RT @marty77018546 : @WhiteHouse @USTechWorkers Thank you @realDonaldTrump for halting new H1B visas. But there is so much misuse on OPT and H1B that is blocking opportunities for American graduates. 

Please suspend OPT, H4EAD,H1B, L1 visas to improve American lives. Many Americans deserve these good paying jobs. #h1b #maga",1
1.28E+18,"RT @Devout_Tech : No wonder a lot of Americans do not like #h1bvisa #H1B #toh1bornottobe
Nearly 80,000 Indians with H-1B visas work for TCS, Infosys and other Indian IT companies — here's a company-wise breakup https://t.co/xxFTbGoxEO via @BiIndia",1
1.28E+18,"RT @marty77018546 : @SenatorDurbin Thank you senator for siding on Americans and exposing #H1B abuse. 

I will vote for you and @realDonaldTrump for halting H1B. Please halt OPT, H1B, H4EAD visas. Americans would love those good paying jobs.",1
1.28E+18,"RT @CocoCha31775669 : @mmgollob @AndrewYNg I had colleagues who barely finished college, some with fake degrees who came from the shithole using #h1b cheap IT Labor visa by gaming the system, and contributed in moving millions of American middle class to India. https://t.co/n0OozdiRiI",1
1.28E+18,"RT @umasudhir : How President Donald Trump's executive order on Green Cards for new immigrants and work visas for non-immigrants will affect you #USVisa #AmericanVisa #H1B
https://t.co/JTeYGjARL0",0
1.28E+18,"RT @Wildstraw79 : @LindseyGrahamSC It's a positive for certain companies that use visa programs to reduce their labor costs. Not everyone benefits equally, certainly not American workers - especially those who got to train their foreign replacements before being fired. #H1Bvisas #H1Bban #h1bvisa #h1b",1
1.28E+18,RT @CocoCha31775669 : #h1b cheap labor visa is a ponzi scheme promoted by the tech industry executives https://t.co/ieRaL6UY7O,1
1.28E+18,"RT @CocoCha31775669 : #H1B visas, in particular, have become an insidious way for major corporate industries, particularly tech companies, to exploit legal loopholes and avoid hiring — or even to replace — American workers who are deemed “too expensive.”

#H1Bban #h1bSCAM https://t.co/npoo6eVp0T",1
1.28E+18,RT @CocoCha31775669 : @MarkHertling How come these companies do not show up in the top #h1b users?  Mostly Indian outsourcing companies are (ab)using this visa and turned it into a vehicle for cheap labor importing from India https://t.co/0ISXMftTFK,1
1.28E+18,"RT @AmWorkCo : Thank YOU _@realDonaldTrump_ for taking the first steps toward putting #AmericanWorkers first for jobs!

We urge further action:
END meritless, unlimited

1 - #OPT — tax-free jobs for #F1 visa holders &amp;
2 - #H4EAD unregulated jobs for #H1B spouses  https://t.co/XF7Vv8GVbn",1
1.28E+18,"RT @TPE_connect : United States moves to a merit based immigration system: Trump suspends H-1B visa amid high unemployment among Americans...... #DonaldTrump #UnitedStates #H1B #H1BVisa #Jobs #Coronavirus #CoronavirusPandemic  #Covid_19 #Pandemic #COVID19 #H1BVisas
https://t.co/2LgPznTFdw",0
1.28E+18,RT @ErnestMEdsel1 : @lord_curzon What's special?  They bring in more Telugu #H1B #S386 vermin. https://t.co/3NKEGrTpSF,1
1.28E+18,"United States moves to a merit based immigration system: Trump suspends H-1B visa amid high unemployment among Americans...... #DonaldTrump #UnitedStates #H1B #H1BVisa #Jobs #Coronavirus #CoronavirusPandemic  #Covid_19 #Pandemic #COVID19 #H1BVisas
https://t.co/2LgPznTFdw",1
1.28E+18,RT @CocoCha31775669 : @rebaliza4 @Microsoft @realDonaldTrump 60% of their revenue comes from the USA.  Without #h1b cheap labor they are done... https://t.co/pX0VOHQgp3,1
1.28E+18,RT @SpeakSamuel : #H1B tech workers earn more than US tech workers. Employers pay more thousands in upfront fees then retain them by paying higher than normal salaries. The cheap labor myth must die once and for all. Data &gt; anecdotes. https://t.co/0louueLLhb. https://t.co/DYwJwpovtL https://t.co/5vjxx5gybg,1
1.28E+18,@realDonaldTrump #ExpandTheBan #h1b We need to support our GREAT LEADER TRUMP in all of his decisions to help us all overcome our current situation.,1
1.28E+18,"RT @wjraghu : With the sick immigration moratorium, there’s an opportunity to Pass #S386 to help immigrants and families waiting for decades. It’s simply cruel of @SenatorDurbin to BLOCK a bipartisan bill passed by the house. Release the hold &amp; be the immigrants hero.#ILS386Rally #h1bvisa #H1B https://t.co/S1U085QMGO",-1
1.28E+18,"RT @wjraghu : With the sick immigration moratorium, there’s an opportunity to Pass #S386 to help immigrants and families waiting for decades. It’s simply cruel of @SenatorDurbin to BLOCK a bipartisan bill passed by the house. Release the hold &amp; be the immigrants hero.#ILS386Rally #h1bvisa #H1B https://t.co/S1U085QMGO",-1
1.28E+18,RT @SreeMuktevi : 2 major learnings for anti-immigrants with #H1B ban. 1. #H1B holders are from all countries 2.There are many great businesses started and run by Immigrants who started with #H1B. Time to pass #S386 to get more jobs @SenatorDurbin #S386IsGoodForAmerica https://t.co/GsL69201L3,-1
1.28E+18,"RT @wjraghu : With the sick immigration moratorium, there’s an opportunity to Pass #S386 to help immigrants and families waiting for decades. It’s simply cruel of @SenatorDurbin to BLOCK a bipartisan bill passed by the house. Release the hold &amp; be the immigrants hero.#ILS386Rally #h1bvisa #H1B https://t.co/S1U085QMGO",-1
1.28E+18,@americantulip @NumbersUSA @realDonaldTrump Now more than ever is the time to save our great country and enhance the future of our next generations. U.S. young adults are technically capable &amp; quite well educated/smart here in the US. We will succeed!! #expandtheban #h1b,1
1.28E+18,@SidneyPowell1 @AmWorkCo @realDonaldTrump @BarbaraRedgate @TuckerCarlson Training is not the issue.  The door is shut for #AmericanWorkers in IT by the #H1B Mafia.  Americans invented Modern Computing and we have been systematically removed.,1
1.28E+18,"RT @jdbhojani : @WhiteHouse Not 1 #H1B gets approved w/o certified LCA from DOL attesting H1 wage is higher than prevailing wage.

Sure, some employers abuse program, but why punish the victims?

Irony is most #H1Bs from ROW gets GC in 1 yr while Indians R stuck in 100+ yrs backlog

#PassS386
@GCBCoalition https://t.co/SpNaAglCxP",-1
1.28E+18,"RT @wjraghu : With the sick immigration moratorium, there’s an opportunity to Pass #S386 to help immigrants and families waiting for decades. It’s simply cruel of @SenatorDurbin to BLOCK a bipartisan bill passed by the house. Release the hold &amp; be the immigrants hero.#ILS386Rally #h1bvisa #H1B https://t.co/S1U085QMGO",-1
1.28E+18,"RT @liberty_immigrn : Good write up from @AndrewYNg on #H1B ban. This human face is what is lacking. We're merely seen as numbers and as labor, not as humans who have families, friends, human wants and emotions. 

https://t.co/g4tneyWjSg https://t.co/2qbVQasCKM",-1
1.28E+18,RT @MarkSKrikorian : .@realDonaldTrump is the first president to take any steps to prevent Americans from being replaced by #H1B guestworkers. https://t.co/grwi2axGkB via @CIS_org,1
1.28E+18,"RT @sanjeev93882222 : Dear @SenatorDurbin please think abt #H1B kid’s who grown up here and haveing friends here involving here to all school, library, college activities and y May n’t be aware culture is from India and America totally different . They consider them self American .Please don’t punish",-1
1.28E+18,RT @STruthpills : How does increasing #training spots= #Citizens First before #H1B or #J1? Increasing spots will increase the number of newly graduated MDs from every country in the world and #UnMatchedMD s left by the #wayside. https://t.co/YyhbmYlRth,-1
1.28E+18,RT @42lights : NO TAXPAYER FUNDS FOR CALIFORNIA SCHOOLS THAT HIRE #H1B AND #OPT FOREIGNERS R.T. AMERICANS! https://t.co/jl6jOI1cm8,1
1.28E+18,"RT @wjraghu : With the sick immigration moratorium, there’s an opportunity to Pass #S386 to help immigrants and families waiting for decades. It’s simply cruel of @SenatorDurbin to BLOCK a bipartisan bill passed by the house. Release the hold &amp; be the immigrants hero.#ILS386Rally #h1bvisa #H1B https://t.co/S1U085QMGO",-1
1.28E+18,RT @42lights : NO TAXPAYER FUNDS FOR CALIFORNIA SCHOOLS THAT HIRE #H1B AND #OPT FOREIGNERS R.T. AMERICANS! https://t.co/jl6jOI1cm8,1
1.28E+18,"RT @wjraghu : With the sick immigration moratorium, there’s an opportunity to Pass #S386 to help immigrants and families waiting for decades. It’s simply cruel of @SenatorDurbin to BLOCK a bipartisan bill passed by the house. Release the hold &amp; be the immigrants hero.#ILS386Rally #h1bvisa #H1B https://t.co/S1U085QMGO",-1
1.28E+18,RT @MarkSKrikorian : .@realDonaldTrump is the first president to take any steps to prevent Americans from being replaced by #H1B guestworkers. https://t.co/grwi2axGkB via @CIS_org,1
1.28E+18,NO TAXPAYER FUNDS FOR CALIFORNIA SCHOOLS THAT HIRE #H1B AND #OPT FOREIGNERS R.T. AMERICANS! https://t.co/jl6jOI1cm8,1
1.28E+18,@lord_curzon What's special?  They bring in more Telugu #H1B #S386 vermin. https://t.co/3NKEGrTpSF,1
1.28E+18,RT @rebaliza4 : https://t.co/sln4pitzou y DOES @Microsoft  ONLY HIRE INDIANS &amp; NEVER AMERICANS?? NO BLACKS ALLOWED?? #nepotism #H1B HINDU MANAGERS HIRE ONLY HINDU. #BlackLivesMattters #blacklifematters #BLMprotest  #racism #racist #RacismInAmerica #Americans #CHAZ #CHOP #H1B @realDonaldTrump,1
1.28E+18,"RT @wjraghu : With the sick immigration moratorium, there’s an opportunity to Pass #S386 to help immigrants and families waiting for decades. It’s simply cruel of @SenatorDurbin to BLOCK a bipartisan bill passed by the house. Release the hold &amp; be the immigrants hero.#ILS386Rally #h1bvisa #H1B https://t.co/S1U085QMGO",-1
1.28E+18,.@realDonaldTrump is the first president to take any steps to prevent Americans from being replaced by #H1B guestworkers. https://t.co/grwi2axGkB via @CIS_org,1
1.28E+18,"RT @wjraghu : With the sick immigration moratorium, there’s an opportunity to Pass #S386 to help immigrants and families waiting for decades. It’s simply cruel of @SenatorDurbin to BLOCK a bipartisan bill passed by the house. Release the hold &amp; be the immigrants hero.#ILS386Rally #h1bvisa #H1B https://t.co/S1U085QMGO",-1
1.28E+18,"I want @realDonaldTrump to be reelected as POTUS! 

Otherwise, who will teach a lesson and apply burnol to #NRI bhakths. 

#H1B 
#ImmigrationBill 

#ModiSurrendersToChina",1
1.28E+18,"RT @dosakalyan : Especially we need to expose, how many #h1b extensions are rubberstamped in the past 4-6 weeks (prior to the ban). @DHS_Wolf opened the flood gates ( what else we can expect from former lobbyist) and rubberstamped thousands of applications in a day. Shame! Shame!! #NoS386 https://t.co/CtuxfwQ1RZ",1
1.28E+18,"RT @NeilMunroDC : Former Google chief Eric Schmidt offers the usual bait-and-switch:
Tells Trump the nation needs genius immigrants - but fights to replace outspoken US graduates with compliant, low-skilled #h1B college-workers.
It's all about executives vs professionals.
https://t.co/fv5G0FaQYs",0
1.28E+18,"RT @wjraghu : With the sick immigration moratorium, there’s an opportunity to Pass #S386 to help immigrants and families waiting for decades. It’s simply cruel of @SenatorDurbin to BLOCK a bipartisan bill passed by the house. Release the hold &amp; be the immigrants hero.#ILS386Rally #h1bvisa #H1B https://t.co/S1U085QMGO",-1
1.28E+18,"RT @dosakalyan : Especially we need to expose, how many #h1b extensions are rubberstamped in the past 4-6 weeks (prior to the ban). @DHS_Wolf opened the flood gates ( what else we can expect from former lobbyist) and rubberstamped thousands of applications in a day. Shame! Shame!! #NoS386 https://t.co/CtuxfwQ1RZ",1
1.28E+18,"RT @wjraghu : With the sick immigration moratorium, there’s an opportunity to Pass #S386 to help immigrants and families waiting for decades. It’s simply cruel of @SenatorDurbin to BLOCK a bipartisan bill passed by the house. Release the hold &amp; be the immigrants hero.#ILS386Rally #h1bvisa #H1B https://t.co/S1U085QMGO",-1
1.28E+18,"RT @sanjeev93882222 : Dear @SenatorDurbin please think abt #H1B kid’s who grown up here and haveing friends here involving here to all school, library, college activities and y May n’t be aware culture is from India and America totally different . They consider them self American .Please don’t punish",-1
1.28E+18,"RT @wjraghu : With the sick immigration moratorium, there’s an opportunity to Pass #S386 to help immigrants and families waiting for decades. It’s simply cruel of @SenatorDurbin to BLOCK a bipartisan bill passed by the house. Release the hold &amp; be the immigrants hero.#ILS386Rally #h1bvisa #H1B https://t.co/S1U085QMGO",-1
1.28E+18,"RT @CocoCha31775669 : Innovation does not depend on #h1b cheap labor.  Look at Tesla and Space X.  Look at Apple during Steve Jobs era. When Microsoft, Google, Cisco, etc. stop innovating they turned to cheap labor to boost their profitability.  Short sight strategy for executives to cash out and go.. https://t.co/GTNwfWLkVw",1
1.28E+18,"RT @CocoCha31775669 : #H1B visas, in particular, have become an insidious way for major corporate industries, particularly tech companies, to exploit legal loopholes and avoid hiring — or even to replace — American workers who are deemed “too expensive.”

#H1Bban #h1bSCAM https://t.co/npoo6eVp0T",1
1.28E+18,"RT @wjraghu : With the sick immigration moratorium, there’s an opportunity to Pass #S386 to help immigrants and families waiting for decades. It’s simply cruel of @SenatorDurbin to BLOCK a bipartisan bill passed by the house. Release the hold &amp; be the immigrants hero.#ILS386Rally #h1bvisa #H1B https://t.co/S1U085QMGO",-1
1.28E+18,"#expandtheban #h1b @realdonaltrump Citizens PRESS/not b oppressed. Replacement of AS degree educated foreigners with American replacement is a reasonable request. EAD with HS, needs to get lost yesterday/replaced with qualified citizen. There is no shortage of citizens with HS.",1
1.28E+18,"RT @FrankDC17 : ____should NOT fight between:
Democrats vs. Republicans
White vs. Black
Liberals vs. Conservatives

____should be TOGETHER, fighting AGAINST #H1B #foreignWorkers ____#S386 supporters!

It’s OUR lives vs. theirs!
It’s US citizens vs. foreign invaders!

____OUR country!
Let’s take it back!",1
1.28E+18,"RT @wjraghu : With the sick immigration moratorium, there’s an opportunity to Pass #S386 to help immigrants and families waiting for decades. It’s simply cruel of @SenatorDurbin to BLOCK a bipartisan bill passed by the house. Release the hold &amp; be the immigrants hero.#ILS386Rally #h1bvisa #H1B https://t.co/S1U085QMGO",-1
